Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
PIH,"1347 Property Insurance Holdings, Inc.",7.05,42192600.3,,2014.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pih,
PIHPP,"1347 Property Insurance Holdings, Inc.",25.75,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pihpp,
TURN,180 Degree Capital Corp.,2.38,74069317.56,,,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/turn,
FLWS,"1-800 FLOWERS.COM, Inc.",12.525,809165388.075,,1999.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws,
FCCY,1st Constitution Bancorp (NJ),21.5,180155853.0,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fccy,
SRCE,1st Source Corporation,56.92,1477932182.84,,,Finance,Major Banks,https://www.nasdaq.com/symbol/srce,
VNET,"21Vianet Group, Inc.",10.95,674574246.3,61604954.0,2011.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/vnet,
TWOU,"2U, Inc.",83.2,4777747520.0,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twou,
TPNL,"3PEA International, Inc.",3.12,136252786.8,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tpnl,
JOBS,"51job, Inc.",71.41,2601906971.11,36436171.0,2004.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/jobs,
EGHT,8x8 Inc,22.7,2118406857.6,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/eght,
AVHI,"A V Homes, Inc.",21.5,480772486.5,,,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/avhi,
AAON,"AAON, Inc.",41.35,2161148032.75,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon,
ABEO,Abeona Therapeutics Inc.,14.25,683191811.25,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo,
ABEOW,Abeona Therapeutics Inc.,9.2943,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow,
ABIL,Ability Inc.,3.67,12128164.59,,2014.0,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil,
ABMD,"ABIOMED, Inc.",381.03,17099544274.8,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd,
AXAS,Abraxas Petroleum Corporation,2.17,361767984.69,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas,
ACIU,AC Immune SA,8.47,570561984.3,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu,
ACIA,"Acacia Communications, Inc.",38.39,1556722062.83,,2016.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,3.85,190555996.4,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,
ACHC,"Acadia Healthcare Company, Inc.",39.94,3525678457.62,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,14.39,1798846743.97,,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad,
ACST,"Acasti Pharma, Inc.",0.4999,18310368.6937,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,
AXDX,"Accelerate Diagnostics, Inc.",23.15,1253062968.5,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx,
XLRN,Acceleron Pharma Inc.,49.82,2291842905.94,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,
ANCX,Access National Corporation,27.58,573593477.94,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ancx,
ARAY,Accuray Incorporated,3.95,338270558.2,,2007.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray,
ACRX,"AcelRx Pharmaceuticals, Inc.",2.9,175739750.6,,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,
ACER,Acer Therapeutics Inc.,32.19,323605683.72,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,
ACET,Aceto Corporation,3.265,100522963.66,,,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/acet,
AKAO,"Achaogen, Inc.",5.26,237801564.98,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao,
ACHV,"Achieve Life Sciences, Inc. ",3.05,13880565.25,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv,
ACHN,"Achillion Pharmaceuticals, Inc.",2.82,390812717.4,,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn,
ACIW,"ACI Worldwide, Inc.",28.46,3294530368.42,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,
ACRS,"Aclaris Therapeutics, Inc.",15.45,478651243.35,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,
ACMR,"ACM Research, Inc.",13.5,214402680.0,,2017.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,
ACNB,ACNB Corporation,35.25,248116572.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,
ACOR,"Acorda Therapeutics, Inc.",28.9,1372282195.7,,2006.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,
ATVI,"Activision Blizzard, Inc",74.09,56486852210.83,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi,
ACXM,Acxiom Corporation,45.42,3517166193.36,,,Technology,EDP Services,https://www.nasdaq.com/symbol/acxm,
ADMS,"Adamas Pharmaceuticals, Inc.",21.8,592751875.4,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,2.8,132415802.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,
ADAP,Adaptimmune Therapeutics plc,10.25,673268175.0,65684700.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,
ADUS,Addus HomeCare Corporation,65.5,766176097.5,,2009.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,
AEY,"ADDvantage Technologies Group, Inc.",1.45,14943910.25,,,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey,
IOTS,Adesto Technologies Corporation,5.7,166830347.4,,2015.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots,
ADIL,"Adial Pharmaceuticals, Inc",3.25,21249228.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,
ADILW,"Adial Pharmaceuticals, Inc",0.35,0.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw,
ADMA,ADMA Biologics Inc,5.72,265119220.08,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,
ADBE,Adobe Systems Incorporated,261.51,128051681170.56,,1986.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,
ADOM,"ADOMANI, Inc.",0.69,50027329.44,,2017.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,
ADTN,"ADTRAN, Inc.",16.95,809178931.5,,1994.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,
ADRO,"Aduro Biotech, Inc.",5.85,462499619.4,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,
ADES,"Advanced Emissions Solutions, Inc.",11.28,226867229.04,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,
AEIS,"Advanced Energy Industries, Inc.",58.04,2270151370.64,,1995.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,
AMD,"Advanced Micro Devices, Inc.",23.98,23377440367.82,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd,
ADXS,"Advaxis, Inc.",1.34,70512796.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,
ADXSW,"Advaxis, Inc.",0.06,0.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxsw,
ADVM,"Adverum Biotechnologies, Inc.",5.95,373029740.3,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,
DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,25.0065,3125812.5,,,,,https://www.nasdaq.com/symbol/dwmc,
DWSH,AdvisorShares Dorsey Wright Short ETF,24.95,3118750.0,,,,,https://www.nasdaq.com/symbol/dwsh,
ACT,AdvisorShares Vice ETF,26.348000000000003,13174000.0,,,,,https://www.nasdaq.com/symbol/act,
AEGN,Aegion Corp,24.9,804546464.7,,,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,
AGLE,"Aeglea BioTherapeutics, Inc.",10.28,226108928.96,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,2.51,55103862.3,,1997.0,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,
AMTX,"Aemetis, Inc",1.26,25480841.4,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx,
AERI,"Aerie Pharmaceuticals, Inc.",61.0,2758557433.0,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,
AVAV,"AeroVironment, Inc.",85.32,2041640965.08,,2007.0,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,
ARPO,"Aerpio Pharmaceuticals, Inc.",3.35,135942520.95,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo,
AEZS,AEterna Zentaris Inc.,1.79,29428960.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs,
AEMD,"Aethlon Medical, Inc.",1.07,19044125.36,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,
GNMX,"Aevi Genomic Medicine, Inc.",1.19,70615469.89,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx,
AFMD,Affimed N.V.,1.6,99824108.8,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd,
AGEN,Agenus Inc.,2.07,234493980.12,,2000.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen,
AGRX,"Agile Therapeutics, Inc.",0.2799,9622214.3871,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx,
AGYS,"Agilysys, Inc.",16.7,392875549.4,,,Technology,EDP Services,https://www.nasdaq.com/symbol/agys,
AGIO,"Agios Pharmaceuticals, Inc.",74.93,4345383719.68,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,
AGMH,AGM Group Holdings Inc.,18.81,400954994.55,,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh,
AGNC,AGNC Investment Corp.,19.3,9222157542.1,,2008.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,
AGNCB,AGNC Investment Corp.,25.85,8955734645.55,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,
AGNCN,AGNC Investment Corp.,26.4,0.0,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn,
AGFS,"AgroFresh Solutions, Inc.",6.34,320087339.08,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,
AGFSW,"AgroFresh Solutions, Inc.",0.198,0.0,,2014.0,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw,
ALRN,"Aileron Therapeutics, Inc.",2.15,31685414.3,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn,
AIMT,"Aimmune Therapeutics, Inc.",27.75,1622748960.0,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt,
AIRT,"Air T, Inc.",35.2296,71995457.1672,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt,
ATSG,"Air Transport Services Group, Inc",21.22,1253685812.14,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg,
AIRG,"Airgain, Inc.",11.34,112176731.52,,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg,
AMCN,AirMedia Group Inc,0.45,20329987.05,45177749.0,2007.0,Technology,Advertising,https://www.nasdaq.com/symbol/amcn,
AKAM,"Akamai Technologies, Inc.",73.4,12441639695.2,,1999.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,1.88,28591748.76,15208377.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx,
AKCA,"Akcea Therapeutics, Inc.",32.63,2796990478.36,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,
AKBA,"Akebia Therapeutics, Inc.",8.26,471192402.1,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba,
AKER,Akers Biosciences Inc,0.251,23620679.292,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker,
AKRX,"Akorn, Inc.",14.53,1822805558.22,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx,
AKTS,"Akoustis Technologies, Inc.",7.7,170918440.0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,
ALRM,"Alarm.com Holdings, Inc.",55.94,2668093262.5,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",1.95,103708952.1,,1999.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk,
ALBO,"Albireo Pharma, Inc.",31.93,382199801.04,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo,
ABDC,Alcentra Capital Corp.,6.13,82937533.01,,,,,https://www.nasdaq.com/symbol/abdc,
ALDR,"Alder BioPharmaceuticals, Inc.",17.7,1207784120.7,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr,
ALDX,"Aldeyra Therapeutics, Inc.",7.6,159409392.0,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,
ALXN,"Alexion Pharmaceuticals, Inc.",117.5,26185949890.0,,1996.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn,
ALCO,"Alico, Inc.",32.1,263218619.7,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,
ALGN,"Align Technology, Inc.",367.6,29525662143.2,,2001.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn,
ALIM,"Alimera Sciences, Inc.",0.96,67236874.56,,2010.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim,
ALJJ,"ALJ Regional Holdings, Inc.",2.04,77359076.64,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,44.85,6965885733.3,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,
ALLK,Allakos Inc.,38.91,1574656260.72,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk,
ABTX,"Allegiance Bancshares, Inc.",44.75,598199652.5,,2015.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,135.4,2188542368.2,,2006.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,
ALGR,Allegro Merger Corp.,9.56,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algr,
ALGRR,Allegro Merger Corp.,0.41,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrr,
ALGRU,Allegro Merger Corp.,10.2,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algru,
ALGRW,Allegro Merger Corp.,0.32,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/algrw,
ALNA,"Allena Pharmaceuticals, Inc.",10.75,223085795.25,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna,
AMMA,"Alliance MMA, Inc.",0.42,6242449.08,,2016.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/amma,
ARLP,"Alliance Resource Partners, L.P.",20.4,2679939717.6,,1999.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,
AHPI,"Allied Healthcare Products, Inc.",2.44,9793030.28,,1992.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi,
AMOT,"Allied Motion Technologies, Inc.",48.89,463236563.42,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot,
ALQA,"Alliqua BioMedical, Inc.",2.6510000000000002,13268811.71,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa,
ALLT,Allot Communications Ltd.,6.38,215097425.4,,2006.0,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt,
MDRX,"Allscripts Healthcare Solutions, Inc.",14.81,2585971730.4,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,
ALNY,"Alnylam Pharmaceuticals, Inc.",96.87,9751526269.44,,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,14.77,352412200.0,,2010.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl,
GOOG,Alphabet Inc.,1220.65,849179073612.45,,2004.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,1236.75,860379485757.75,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,26.95,28297500.0,,,,,https://www.nasdaq.com/symbol/smcp,
ATEC,"Alphatec Holdings, Inc.",3.75,158985247.5,,2006.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec,
ALPN,"Alpine Immune Sciences, Inc.",6.32,87536815.84,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn,
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,32.37,11329564.74,,,,,https://www.nasdaq.com/symbol/swin,
AMR,"Alta Mesa Resources, Inc.",4.78,1835427177.18,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr,
AMRWW,"Alta Mesa Resources, Inc.",0.6495,0.0,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww,
AABA,Altaba Inc.,68.9,55155014704.4,,,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba,
ALTR,Altair Engineering Inc.,40.51,2832057178.76,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,
ALT,"Altimmune, Inc.",0.31,11931119.42,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt,
ASPS,Altisource Portfolio Solutions S.A.,37.09,632047574.44,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,40.85,1200498615.35,,2006.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc,
AMAG,"AMAG Pharmaceuticals, Inc.",24.6,848031298.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag,
AMAL,Amalgamated Bank,17.7,0.0,,2018.0,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal,
AMRN,Amarin Corporation plc,2.77,806717961.17,291233921.0,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn,
AMRK,"A-Mark Precious Metals, Inc.",13.41,94291744.5,,,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk,
AMZN,"Amazon.com, Inc.",1905.39,929337184108.71,,1997.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn,
AMBC,"Ambac Financial Group, Inc.",21.74,985522332.36,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc,
AMBCW,"Ambac Financial Group, Inc.",10.61,0.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw,
AMBA,"Ambarella, Inc.",39.25,1311360358.75,,2012.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,62.92,3581933229.16,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,
DOX,Amdocs Limited,65.03,9198103320.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,
AMDA,Amedica Corporation,0.4442,5272600.2518,,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/amda,
AMED,Amedisys Inc,124.49,3963263888.98,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,
UHAL,Amerco,377.0,7392136076.0,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,
AMRH,"Ameri Holdings, Inc.",1.5,34310170.5,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh,
AMRHW,"Ameri Holdings, Inc.",0.1511,0.0,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw,
ATAX,"America First Multifamily Investors, L.P.",5.85,353649628.8,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax,
AMOV,"America Movil, S.A.B. de C.V.",16.9,55816164040.0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov,
AAL,"American Airlines Group, Inc.",38.82,17876967765.12,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal,
ACSF,"American Capital Senior Floating, Ltd.",12.25,122501225.0,,2014.0,,,https://www.nasdaq.com/symbol/acsf,
AETI,"American Electric Technologies, Inc.",0.8701,7757932.5439,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti,
AFIN,"American Finance Trust, Inc.",16.74,1776506419.08,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin,
AMNB,"American National Bankshares, Inc.",41.55,361959791.85,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb,
ANAT,American National Insurance Company,128.76,3461770413.24,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,
AOBC,American Outdoor Brands Corporation,9.65,524809450.35,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc,
APEI,"American Public Education, Inc.",35.9,589616645.8,,2007.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei,
ARII,"American Railcar Industries, Inc.",46.55,888354520.9,,2006.0,Capital Goods,Railroads,https://www.nasdaq.com/symbol/arii,
AMRB,American River Bankshares,15.55,91197671.1,,,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb,
AMSWA,"American Software, Inc.",17.61,544260488.91,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa,
AMSC,American Superconductor Corporation,6.42,136284215.82,,1991.0,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc,
AMWD,American Woodmark Corporation,84.95,1490585538.9,,1986.0,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd,
CRMT,"America&#39;s Car-Mart, Inc.",84.05,577008545.15,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt,
ABCB,Ameris Bancorp,49.85,2368805300.7,,1994.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,
AMSF,"AMERISAFE, Inc.",64.1,1235205718.0,,2005.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf,
ASRV,AmeriServ Financial Inc.,4.45,80211659.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv,
ASRVP,AmeriServ Financial Inc.,28.38,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asrvp,
ATLO,Ames National Corporation,30.75,286310574.75,,,Finance,Major Banks,https://www.nasdaq.com/symbol/atlo,
AMGN,Amgen Inc.,196.64,127279579254.88,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/amgn,
FOLD,"Amicus Therapeutics, Inc.",12.98,2454970521.74,,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,
AMKR,"Amkor Technology, Inc.",8.64,2069611637.76,,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,
AMPH,"Amphastar Pharmaceuticals, Inc.",18.02,833541301.08,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amph,
IBUY,Amplify Online Retail ETF,53.15,539472500.0,,,,,https://www.nasdaq.com/symbol/ibuy,
ASYS,"Amtech Systems, Inc.",5.32,79734803.4,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asys,
AFSI,"AmTrust Financial Services, Inc.",14.52,2868821611.92,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afsi,
AMRS,"Amyris, Inc.",7.6,382917328.4,,2010.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amrs,
ADI,"Analog Devices, Inc.",98.78,36637234503.76,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,
ANAB,"AnaptysBio, Inc.",85.94,2065692598.94,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,
AVXL,Anavex Life Sciences Corp.,2.76,125390401.8,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/avxl,
ANCB,Anchor Bancorp,28.95,71912668.5,,2011.0,Finance,Banks,https://www.nasdaq.com/symbol/ancb,
ANGI,ANGI Homeservices Inc.,21.99,10585247136.0,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/angi,
ANGO,"AngioDynamics, Inc.",22.24,820339413.6,,2004.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ango,
ANIP,"ANI Pharmaceuticals, Inc.",57.31,677906292.91,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anip,
ANIK,Anika Therapeutics Inc.,41.42,604052587.74,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/anik,
ANSS,"ANSYS, Inc.",178.1,15013440673.4,,1996.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/anss,
ATRS,"Antares Pharma, Inc.",3.64,573069591.64,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrs,
APLS,"Apellis Pharmaceuticals, Inc.",18.19,1021880075.56,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apls,
APOG,"Apogee Enterprises, Inc.",49.9,1410745903.9,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/apog,
APEN,"Apollo Endosurgery, Inc.",7.55,165185664.8,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/apen,
AINV,Apollo Investment Corporation,5.61,1205581673.34,,2004.0,,,https://www.nasdaq.com/symbol/ainv,
